,City,Cloudiness,Country,Datetime,Humidity,Lat,Long,Max Temp,Wind Speed
336,Whitianga,18,NZ,06/22/2021,61,-36.8333,175.7,59.02,6.42
337,Cidreira,11,BR,06/22/2021,90,-30.1811,-50.2056,60.46,10.83
338,Port Hardy,40,CA,06/22/2021,77,50.6996,-127.4199,59.18,16.11
339,Quatre Cocos,70,MU,06/22/2021,66,-20.2078,57.7625,69.91,16.71
340,Mayo,20,US,06/22/2021,82,38.8876,-76.5119,69.13,1.01
341,Sabang,100,ID,06/22/2021,68,5.8933,95.3214,81.09,23.0
342,Flagstaff,20,US,06/22/2021,18,35.1981,-111.6513,89.33,5.99
343,Wamba,86,NG,06/22/2021,94,8.9333,8.6,68.45,1.28
344,Taltal,100,CL,06/22/2021,81,-25.4,-70.4833,57.4,2.57
345,Klaksvík,90,FO,06/22/2021,100,62.2266,-6.589,46.4,8.05
346,Kulykiv,10,UA,06/22/2021,84,50.3142,24.8176,72.0,3.0
347,Şebinkarahisar,13,TR,06/22/2021,85,40.2883,38.4236,54.16,1.23
348,Udachny,46,RU,06/22/2021,50,66.4167,112.4,74.37,13.56
349,Washington,41,US,06/22/2021,23,47.5001,-120.5015,95.4,7.02
350,Coahuayana Viejo,85,MX,06/22/2021,80,18.7333,-103.6833,87.28,3.83
351,Hirado,9,JP,06/22/2021,79,33.3597,129.5531,77.4,14.72
352,Fortuna,20,US,06/22/2021,77,40.5982,-124.1573,66.0,12.66
353,Palmer,75,US,06/22/2021,84,42.1584,-72.3287,63.37,1.01
354,Camacha,75,PT,06/22/2021,72,33.0833,-16.3333,65.53,10.36
355,Mānsa,0,IN,06/22/2021,29,29.9833,75.3833,91.78,5.28
356,Sobolevo,33,RU,06/22/2021,94,54.4299,31.8996,68.16,5.48
357,Lakselv,90,NO,06/22/2021,71,70.0513,24.9718,48.02,11.5
358,Guerrero Negro,14,MX,06/22/2021,66,27.9769,-114.0611,72.7,14.54
359,Ponta do Sol,69,PT,06/22/2021,68,32.6667,-17.1,69.71,5.86
360,Masunga,10,BW,06/22/2021,63,-20.6246,27.4488,50.5,7.07
361,Hasaki,100,JP,06/22/2021,84,35.7333,140.8333,73.8,12.93
362,Broken Hill,100,AU,06/22/2021,83,-31.95,141.4333,54.03,17.38
363,Chupa,100,RU,06/22/2021,97,66.27,33.0549,61.09,7.18
364,Alofi,75,NU,06/22/2021,69,-19.0595,-169.9187,78.69,8.05
365,Kavaratti,100,IN,06/22/2021,75,10.5669,72.642,82.85,17.78
366,Porto Walter,81,BR,06/22/2021,66,-8.2686,-72.7439,78.19,1.32
367,Vila Franca do Campo,95,PT,06/22/2021,84,37.7167,-25.4333,64.81,4.88
368,Gorontalo,74,ID,06/22/2021,81,0.5412,123.0595,79.93,0.72
369,Bend,20,US,06/22/2021,26,44.0582,-121.3153,87.66,3.0
370,Liverpool,2,GB,06/22/2021,77,53.4106,-2.9779,55.35,1.01
371,Lusambo,100,CD,06/22/2021,63,-4.9667,23.45,68.4,0.74
372,Gijang,75,KR,06/22/2021,68,35.2442,129.2139,71.6,6.91
373,Ambilobe,0,MG,06/22/2021,81,-13.2,49.05,62.67,3.96
374,Baturaja,74,ID,06/22/2021,95,-4.1333,104.1667,72.54,1.63
375,Mossamedes,23,AO,06/22/2021,87,-15.1961,12.1522,67.51,1.74
376,Bambous Virieux,75,MU,06/22/2021,68,-20.3428,57.7575,70.05,11.5
377,Kalmunai,100,LK,06/22/2021,84,7.4167,81.8167,77.79,8.93
378,Ayan,49,RU,06/22/2021,86,56.45,138.1667,46.96,14.03
379,Baie-Comeau,75,CA,06/22/2021,67,49.2168,-68.1489,56.88,4.61
380,Benemérito de las Américas,33,MX,06/22/2021,66,16.5167,-90.6439,86.77,2.57
381,Oeiras do Pará,81,BR,06/22/2021,81,-2.0031,-49.8544,76.6,3.22
382,Yulara,40,AU,06/22/2021,100,-25.2406,130.9889,49.84,5.75
383,Lata,58,PT,06/22/2021,93,40.1629,-8.3327,59.81,2.08
384,Namatanai,26,PG,06/22/2021,68,-3.6667,152.4333,84.7,3.24
385,Yerbogachën,98,RU,06/22/2021,71,61.2767,108.0108,66.11,3.29
386,Jijiga,56,ET,06/22/2021,73,9.35,42.8,62.65,16.42
387,Linda,1,US,06/22/2021,27,39.1277,-121.5508,89.01,6.91
388,San Miguel de Tucumán,22,AR,06/22/2021,68,-26.8241,-65.2226,53.51,2.98
389,Darhan,75,MN,06/22/2021,86,49.4867,105.9228,61.63,3.06
390,Tari,59,NG,06/22/2021,64,12.4086,4.4914,82.6,6.89
391,Ust-Tsilma,90,RU,06/22/2021,75,65.441,52.1498,54.48,6.17
392,Pisco,90,PE,06/22/2021,72,-13.7,-76.2167,65.01,6.91
393,Cairns,40,AU,06/22/2021,72,-16.9167,145.7667,79.07,13.8
394,Engenheiro Beltrão,39,BR,06/22/2021,96,-23.7972,-52.2692,69.1,3.22
395,Vardø,96,NO,06/22/2021,89,70.3705,31.1107,44.74,22.01
396,Zemio,100,CF,06/22/2021,99,5.0314,25.1361,67.71,3.85
397,Tarusa,4,RU,06/22/2021,86,54.7233,37.1767,59.56,2.89
398,Dandong,6,CN,06/22/2021,72,40.1292,124.3947,70.32,1.61
399,São Francisco do Sul,75,BR,06/22/2021,100,-26.2433,-48.6381,63.1,1.14
400,Oranjestad,20,AW,06/22/2021,80,12.524,-70.027,82.35,5.99
401,Belmonte,7,BR,06/22/2021,82,-15.8631,-38.8828,73.9,7.45
402,Bilma,32,NE,06/22/2021,23,18.6853,12.9164,88.66,8.5
403,Kawalu,91,ID,06/22/2021,95,-7.3817,108.2082,72.61,0.25
404,Omsukchan,100,RU,06/22/2021,45,62.5333,155.8,58.78,3.58
405,Morondava,3,MG,06/22/2021,62,-20.2833,44.2833,67.23,6.87
406,Atar,34,MR,06/22/2021,18,20.5169,-13.0499,89.98,13.18
407,Umm Hājar,99,TD,06/22/2021,43,13.2954,19.6966,85.01,11.79
408,Half Moon Bay,20,US,06/22/2021,63,37.4636,-122.4286,82.58,1.01
409,San Cristobal,40,VE,06/22/2021,73,7.7669,-72.225,78.8,4.61
410,Marzuq,88,YE,06/22/2021,38,14.4,46.4667,80.2,6.35
411,Strezhevoy,82,RU,06/22/2021,71,60.7333,77.5889,49.98,5.37
412,Nizwá,30,OM,06/22/2021,39,22.9333,57.5333,84.25,1.43
413,Canavieiras,7,BR,06/22/2021,87,-15.675,-38.9472,70.88,4.83
414,Padang,100,ID,06/22/2021,85,-0.9492,100.3543,73.45,5.84
415,Yumen,100,CN,06/22/2021,56,40.2833,97.2,65.68,17.05
416,Antalaha,62,MG,06/22/2021,82,-14.9003,50.2788,69.03,7.36
417,Smithers,20,CA,06/22/2021,31,54.7804,-127.1743,75.52,6.91
418,Chandrakona,84,IN,06/22/2021,80,22.7333,87.5167,81.75,5.44
419,Olafsvik,7,IS,06/22/2021,78,64.8945,-23.7142,46.4,11.77
420,Naze,40,JP,06/22/2021,74,28.3667,129.4833,82.4,16.11
421,Isla Mujeres,87,MX,06/22/2021,84,21.2311,-86.731,84.25,12.03
422,Saurimo,97,AO,06/22/2021,45,-9.6608,20.3916,57.43,4.92
423,Bubaque,82,GW,06/22/2021,76,11.2833,-15.8333,79.95,10.11
424,Burevestnik,0,RU,06/22/2021,100,56.144,43.7883,65.95,2.24
425,Matara,83,LK,06/22/2021,89,5.9485,80.5353,77.07,7.67
426,Ust-Kuyga,1,RU,06/22/2021,30,70.0167,135.6,75.36,7.65
427,Largu,26,RO,06/22/2021,87,44.9667,27.15,68.99,1.57
428,Tangzhai,21,CN,06/22/2021,45,34.4328,116.5911,84.88,4.27
429,Birin,94,NP,06/22/2021,89,26.8865,88.0718,64.49,3.15
430,Miramar,52,US,06/22/2021,75,25.9873,-80.2323,86.02,4.0
431,Kodinsk,45,RU,06/22/2021,58,58.6881,99.1844,60.08,4.94
432,Kahului,40,US,06/22/2021,68,20.8947,-156.47,83.97,20.71
433,Peruíbe,73,BR,06/22/2021,92,-24.32,-46.9983,62.82,3.22
434,Shache,80,CN,06/22/2021,22,38.4167,77.2406,70.68,12.06
435,Lompoc,1,US,06/22/2021,67,34.6391,-120.4579,78.94,5.01
436,Batagay-Alyta,92,RU,06/22/2021,31,67.8006,130.4114,73.4,2.3
437,Terrace,75,CA,06/22/2021,38,54.5163,-128.6035,76.91,6.91
438,Luwuk,16,ID,06/22/2021,76,-0.9516,122.7875,80.89,2.66
439,Tepeapulco,90,MX,06/22/2021,77,19.7833,-98.55,62.6,10.36
440,Joshīmath,16,IN,06/22/2021,75,30.5667,79.5667,64.87,3.76
441,Barra de Tecoanapa,95,MX,06/22/2021,72,16.5167,-98.75,84.49,6.42
442,Stromness,90,GB,06/22/2021,87,58.965,-3.296,51.8,4.61
443,Östersund,75,SE,06/22/2021,87,63.1792,14.6357,50.45,5.75
444,St. George's,20,GD,06/22/2021,78,12.0564,-61.7485,78.48,11.5
445,Koulikoro,100,ML,06/22/2021,50,14.0,-7.75,83.68,5.5
446,Muli,81,MV,06/22/2021,73,2.9167,73.5667,82.67,11.36
447,Hojāi,91,IN,06/22/2021,92,26.0,92.8667,77.74,2.17
448,Kapit,99,MY,06/22/2021,96,2.0167,112.9333,75.15,1.12
449,Port Blair,90,IN,06/22/2021,94,11.6667,92.75,77.04,11.5
450,Puga,90,MX,06/22/2021,100,21.5833,-104.8167,73.4,6.13
451,Cabo San Lucas,1,MX,06/22/2021,64,22.8909,-109.9124,91.81,17.27
452,Port Augusta,90,AU,06/22/2021,87,-32.5,137.7667,53.6,14.97
453,Aykhal,52,RU,06/22/2021,48,66.0,111.5,72.43,8.39
454,Nong Bua,100,TH,06/22/2021,80,15.8646,100.5858,79.81,3.98
455,Antofagasta,100,CL,06/22/2021,81,-23.65,-70.4,60.08,4.0
456,Umba,100,RU,06/22/2021,100,66.6871,34.3429,55.9,4.56
457,Alta Floresta,2,BR,06/22/2021,44,-9.8756,-56.0861,76.1,2.8
458,Paciran,90,ID,06/22/2021,85,-6.8767,112.3761,78.26,6.08
459,Wakkanai,0,JP,06/22/2021,53,45.4094,141.6739,71.58,6.91
460,Mehrān,0,IR,06/22/2021,14,33.1222,46.1646,92.68,19.53
461,Tuatapere,58,NZ,06/22/2021,79,-46.1333,167.6833,47.82,1.74
462,Hīrna,30,ET,06/22/2021,83,9.2167,41.1,59.38,9.37
463,Katherine,0,AU,06/22/2021,65,-14.4667,132.2667,79.12,9.22
464,Ouégoa,0,NC,06/22/2021,52,-20.35,164.4333,74.32,8.16
465,Tsumeb,0,NA,06/22/2021,44,-19.2333,17.7167,40.55,7.11
466,Lufilufi,75,WS,06/22/2021,89,-13.8745,-171.5986,80.6,3.44
467,Mbandaka,93,CD,06/22/2021,95,0.0487,18.2603,68.72,2.53
468,Beyneu,0,KZ,06/22/2021,23,45.3167,55.2,76.32,9.48
469,Kansanshi,32,ZM,06/22/2021,70,-12.0951,26.4273,50.86,4.07
470,Raudeberg,10,NO,06/22/2021,87,61.9875,5.1352,52.2,2.86
471,Lødingen,35,NO,06/22/2021,81,68.414,15.9951,47.44,8.99
472,Neiafu,75,TO,06/22/2021,73,-18.65,-173.9833,77.0,4.61
473,Hernani,75,ES,06/22/2021,88,43.2662,-1.9762,62.06,5.99
474,Synya,28,RU,06/22/2021,71,65.3718,58.0387,47.66,2.35
475,Mumford,100,GH,06/22/2021,86,5.2618,-0.759,76.93,11.52
476,Baykit,83,RU,06/22/2021,54,61.67,96.37,61.83,2.62
477,Goundam,91,ML,06/22/2021,33,16.4145,-3.6708,89.96,6.53
478,Pindwāra,83,IN,06/22/2021,75,24.8,73.0667,80.31,5.48
479,Abu Dhabi,0,AE,06/22/2021,49,24.4667,54.3667,95.02,5.75
480,Ereymentau,99,KZ,06/22/2021,90,51.6199,73.1033,48.92,11.34
481,Pavlogradka,100,RU,06/22/2021,84,54.2024,73.5592,50.49,3.31
482,Methóni,1,GR,06/22/2021,60,36.8197,21.7049,78.22,8.97
483,Bulungu,100,CD,06/22/2021,76,-4.55,18.6,71.44,1.68
484,Muriwai Beach,8,NZ,06/22/2021,58,-36.8167,174.45,57.96,7.65
485,Grand Gaube,15,MU,06/22/2021,65,-20.0064,57.6608,70.2,20.65
486,Tha Rua,100,TH,06/22/2021,77,14.5634,100.7226,82.99,4.0
487,La Rioja,100,ES,06/22/2021,95,42.25,-2.5,53.38,2.91
488,Macusani,67,PE,06/22/2021,90,-14.0833,-70.4333,34.05,4.43
489,Koslan,99,RU,06/22/2021,96,63.4564,48.8989,64.71,4.03
490,Bulolo,78,PG,06/22/2021,78,-7.2,146.65,76.6,4.16
491,Harper,100,LR,06/22/2021,86,4.375,-7.7169,76.87,7.38
492,Mayna,0,RU,06/22/2021,80,54.1135,47.6231,67.3,2.35
493,Petatlán,95,MX,06/22/2021,77,17.5167,-101.2667,83.19,3.04
494,Pozhva,96,RU,06/22/2021,96,59.0912,56.0847,58.96,4.38
495,Malbork,95,PL,06/22/2021,94,54.0359,19.0266,64.89,5.66
496,Shangzhi,10,CN,06/22/2021,56,45.2167,127.9667,70.47,2.42
497,Mwense,12,ZM,06/22/2021,63,-10.3845,28.698,58.93,3.91
498,Luanda,75,AO,06/22/2021,94,-8.8368,13.2343,71.6,2.3
499,Nālūt,8,LY,06/22/2021,18,30.3333,10.85,90.0,16.44
500,Doha,20,QA,06/22/2021,89,25.2867,51.5333,86.31,4.61
501,Soyo,87,AO,06/22/2021,87,-6.1349,12.3689,73.18,4.38
502,Morada Nova,63,BR,06/22/2021,72,-5.1067,-38.3725,78.01,8.52
503,Luz,65,BR,06/22/2021,61,-19.8014,-45.6856,68.09,5.3
504,Kondinskoye,79,RU,06/22/2021,94,59.6481,67.41,48.43,7.49
505,Kumul,93,CN,06/22/2021,27,42.8,93.45,77.81,3.49
506,Tautira,19,PF,06/22/2021,77,-17.7333,-149.15,84.22,4.88
507,Cap Malheureux,12,MU,06/22/2021,65,-19.9842,57.6142,70.29,20.47
508,Bundaberg,75,AU,06/22/2021,58,-24.85,152.35,74.21,5.01
509,Jacareacanga,71,BR,06/22/2021,51,-6.2222,-57.7528,81.37,1.07
510,Sokoto,66,NG,06/22/2021,63,13.0609,5.239,83.86,6.6
511,Aklavik,14,CA,06/22/2021,40,68.2191,-135.0107,59.72,18.16
512,Saryagash,14,KZ,06/22/2021,33,41.4511,69.1701,62.56,3.44
513,Kirakira,100,SB,06/22/2021,85,-10.4544,161.9205,79.93,9.91
514,Ribas do Rio Pardo,69,BR,06/22/2021,70,-20.4431,-53.7592,71.6,6.04
515,Luena,31,AO,06/22/2021,58,-11.7833,19.9167,48.47,3.62
516,Mineiros,79,BR,06/22/2021,50,-17.5694,-52.5511,70.48,1.52
517,Maurānwān,0,IN,06/22/2021,71,26.4333,80.8833,84.99,5.5
518,Koupéla,80,BF,06/22/2021,70,12.1794,-0.3517,77.99,12.5
519,Fukuechō,0,JP,06/22/2021,73,32.6881,128.8419,75.2,4.61
520,Ulladulla,100,AU,06/22/2021,70,-35.35,150.4667,60.87,6.76
521,Labuhan,85,ID,06/22/2021,86,-6.8844,112.2051,77.86,6.51
522,Cockburn Town,40,TC,06/22/2021,65,21.4612,-71.1419,84.2,16.11
523,Abu Samrah,0,SY,06/22/2021,75,35.3029,37.1841,67.5,8.05
524,Avera,100,US,06/22/2021,87,33.194,-82.5271,79.48,6.26
525,Tiznit Province,58,MA,06/22/2021,83,29.5833,-9.5,60.71,4.21
526,Praia da Vitória,75,PT,06/22/2021,72,38.7333,-27.0667,66.45,3.33
527,Asău,5,RO,06/22/2021,97,46.4333,26.4,64.0,4.99
528,Vostok,3,RU,06/22/2021,43,46.4856,135.8833,73.11,3.96
529,Zambezi,30,ZM,06/22/2021,58,-13.5432,23.1047,50.32,3.98
530,Fairbanks,40,US,06/22/2021,31,64.8378,-147.7164,80.01,11.5
531,Shubarkuduk,13,KZ,06/22/2021,46,49.1447,56.4872,75.11,6.58
532,Huarmey,12,PE,06/22/2021,82,-10.0681,-78.1522,66.31,10.51
533,Kailua,20,US,06/22/2021,60,21.4022,-157.7394,88.07,10.36
534,Ilave,62,PE,06/22/2021,71,-16.0833,-69.6667,42.98,3.24
535,Lorengau,27,PG,06/22/2021,77,-2.0226,147.2712,82.74,7.81
536,La Primavera,97,CO,06/22/2021,90,5.4906,-70.4092,74.25,5.48
537,Moose Jaw,75,CA,06/22/2021,22,50.4001,-105.5344,84.47,8.05
538,Luoyang,97,CN,06/22/2021,34,34.6836,112.4536,85.44,3.78
539,Oildale,1,US,06/22/2021,15,35.4197,-119.0195,102.58,12.66
540,Dzhebariki-Khaya,3,RU,06/22/2021,44,62.2167,135.8,72.57,2.04
541,La Asuncion,54,VE,06/22/2021,94,11.0333,-63.8628,76.73,9.22
542,Rio Grande,100,BR,06/22/2021,80,-32.035,-52.0986,57.94,15.43
543,Premià de Mar,3,ES,06/22/2021,77,41.4921,2.3652,74.44,3.0
544,Marathon,1,US,06/22/2021,38,44.9,-89.7668,69.33,6.91
545,Beringovskiy,100,RU,06/22/2021,79,63.05,179.3167,41.85,9.73
546,Bamboo,97,JM,06/22/2021,85,18.3922,-77.2643,76.96,8.16
547,Yangjiang,100,CN,06/22/2021,96,21.85,111.9667,77.34,6.87
548,Saint-François,0,FR,06/22/2021,100,46.4154,3.9054,60.48,3.44
549,Malazgirt,0,TR,06/22/2021,46,39.1427,42.5401,57.92,1.45
550,Dothan,20,US,06/22/2021,63,31.2232,-85.3905,82.6,6.91
551,Villanueva de Córdoba,26,ES,06/22/2021,58,38.3228,-4.6287,58.73,3.36
552,Amuntai,64,ID,06/22/2021,82,-2.4177,115.2494,77.65,1.21
553,Daru,64,PG,06/22/2021,88,-9.0763,143.2092,79.36,18.43
554,Mount Isa,48,AU,06/22/2021,46,-20.7333,139.5,73.17,17.27
555,Akureyri,90,IS,06/22/2021,66,65.6835,-18.0878,46.33,10.36
556,Baruun-Urt,100,MN,06/22/2021,41,46.6806,113.2792,70.9,8.3
557,Upata,100,VE,06/22/2021,99,8.0086,-62.3989,70.2,3.91
558,Zafra,18,ES,06/22/2021,73,38.4167,-6.4167,63.0,1.99
559,Scarborough,9,GB,06/22/2021,81,54.2797,-0.4044,48.0,5.7
560,Nauta,83,PE,06/22/2021,89,-4.5061,-73.5757,75.36,1.48
