,City,Cloudiness,Country,Datetime,Humidity,Lat,Long,Max Temp,Wind Speed
355,Pangody,100,RU,1624416847,98,65.85,74.4859,36.84,13.13
356,Pa Sang,100,TH,1624416848,48,18.5262,98.9394,91.36,3.4
357,Dandong,7,CN,1624416848,60,40.1292,124.3947,76.51,3.98
358,Rome,4,US,1624416848,93,43.2128,-75.4557,52.43,2.3
359,Port Hardy,40,CA,1624416829,77,50.6996,-127.4199,57.38,8.05
360,Longyearbyen,75,SJ,1624416849,81,78.2186,15.6401,37.24,12.66
361,Aktobe,0,KZ,1624416821,47,50.2797,57.2072,77.09,2.24
362,Mayumba,100,GA,1624416849,87,-3.432,10.6554,73.17,3.65
363,Leça da Palmeira,0,PT,1624416850,78,41.191,-8.7003,59.09,9.22
364,Vilhena,93,BR,1624416614,66,-12.7406,-60.1458,72.25,1.52
365,Launceston,90,AU,1624416850,93,-41.45,147.1667,50.81,3.44
366,Mananjary,12,MG,1624416850,89,-21.2167,48.3333,62.19,3.67
367,Muros,87,ES,1624416718,76,42.7762,-9.0603,58.98,11.77
368,Beckley,1,US,1624416595,83,37.7782,-81.1882,58.68,4.61
369,Rudnogorsk,100,RU,1624416851,43,57.2639,103.7519,70.29,5.91
370,Bereket,0,TM,1624416851,12,39.2446,55.5154,83.57,19.89
371,Yeppoon,98,AU,1624416850,59,-23.1333,150.7333,74.98,12.77
372,Vila Nova de Milfontes,0,PT,1624416852,93,37.7238,-8.7828,60.26,7.0
373,Apt,0,FR,1624416852,71,43.8833,5.4,64.96,4.56
374,Bac Lieu,33,VN,1624416852,61,9.285,105.7244,87.89,12.73
375,Margate,100,GB,1624416853,78,51.3813,1.3862,54.88,4.0
376,Grand Gaube,33,MU,1624416853,59,-20.0064,57.6608,68.4,19.24
377,Caravelas,10,BR,1624416854,82,-17.7125,-39.2481,70.54,3.91
378,Lüderitz,0,NA,1624416854,90,-26.6481,15.1594,56.89,7.87
379,Rio Grande,94,BR,1624416850,78,-32.035,-52.0986,57.94,15.08
380,Kavieng,15,PG,1624416855,69,-2.5744,150.7967,84.34,5.19
381,Isangel,75,VU,1624416831,61,-19.55,169.2667,77.11,16.11
382,Quatre Cocos,58,MU,1624416855,61,-20.2078,57.7625,68.11,15.46
383,Sobolevo,68,RU,1624416855,94,54.4299,31.8996,69.08,5.39
384,Beloha,0,MG,1624416856,88,-25.1667,45.05,59.86,6.69
385,Peleduy,65,RU,1624416856,39,59.6289,112.7406,83.95,3.47
386,Ereymentau,100,KZ,1624416857,89,51.6199,73.1033,51.4,13.2
387,Murgab,0,TM,1624416857,26,37.4966,61.9714,71.47,6.91
388,Fukuechō,20,JP,1624416857,65,32.6881,128.8419,79.16,5.75
389,Sabha,0,LY,1624416858,21,27.0377,14.4283,86.09,10.58
390,Charters Towers,42,AU,1624416261,44,-20.1,146.2667,75.58,16.84
391,Corrente,6,BR,1624416858,88,-3.7367,-43.3394,70.99,2.95
392,Honningsvåg,100,NO,1624416859,86,70.9821,25.9704,44.44,7.87
393,Kotka,8,FI,1624416859,93,60.4664,26.9458,70.86,6.58
394,Atasū,81,KZ,1624416859,48,48.6814,71.6433,61.25,14.94
395,Halifax,100,CA,1624416860,95,44.6453,-63.5724,66.42,3.0
396,Marsh Harbour,94,BS,1624416860,80,26.5412,-77.0636,81.84,12.35
397,Savyntsi,100,UA,1624416935,74,49.4026,37.0627,68.63,9.15
398,Warrnambool,97,AU,1624416936,81,-38.3833,142.4833,56.8,20.45
399,Kiryat Gat,0,IL,1624416936,100,31.61,34.7642,72.28,3.29
400,Haines Junction,71,CA,1624416937,37,60.7522,-137.5108,69.75,6.91
401,Jamame,100,SO,1624416937,84,0.0722,42.7506,74.82,8.86
402,Khasan,1,RU,1624416938,68,42.4308,130.6434,67.1,8.25
403,Esim,100,GH,1624416939,84,4.8699,-2.2405,77.83,7.4
404,Namatanai,38,PG,1624416939,74,-3.6667,152.4333,83.62,5.26
405,Truth or Consequences,100,US,1624416939,34,33.1284,-107.2528,81.05,10.18
406,Northfield,1,US,1624416785,59,44.4583,-93.1616,67.93,5.75
407,Laas,2,IT,1624416940,84,46.6166,10.7002,60.03,2.82
408,Svetlaya,1,RU,1624416940,57,46.5389,138.3297,68.4,14.07
409,Les Cayes,100,HT,1624416940,83,18.2,-73.75,79.7,5.44
410,Philadelphia,100,US,1624416941,86,39.9523,-75.1638,62.38,4.56
411,Joshīmath,1,IN,1624416941,55,30.5667,79.5667,75.24,4.76
412,Le Vauclin,20,MQ,1624416941,74,14.5452,-60.8388,80.65,10.36
413,Bagamér,0,HU,1624416941,85,47.4488,21.989,70.09,4.5
414,Kontagora,100,NG,1624416942,95,10.3999,5.4695,73.15,3.56
415,Saquena,96,PE,1624416942,89,-4.6667,-73.5167,72.5,0.74
416,Wanxian,98,CN,1624416943,59,30.8039,108.3897,86.41,5.01
417,Banjar,48,ID,1624416943,66,-8.19,114.9675,84.06,3.06
418,Boyolangu,41,ID,1624416944,78,-8.1181,111.8935,81.68,5.75
419,Warrington,30,GB,1624416944,87,53.3925,-2.5802,51.98,2.28
420,Sangmélima,100,CM,1624416944,99,2.9333,11.9833,66.2,1.99
421,Barabai,13,ID,1624416945,54,-2.5833,115.3833,89.6,0.83
422,Eureka,49,US,1624416945,76,40.8021,-124.1637,68.67,1.99
423,Tsiroanomandidy,0,MG,1624416946,92,-18.7667,46.0333,49.75,2.73
424,Yagodnoye,81,RU,1624416946,64,62.55,149.6667,52.97,2.46
425,Maceió,20,BR,1624416947,100,-9.6658,-35.7353,71.04,2.3
426,Tessaoua,71,NE,1624416948,55,13.7574,7.9874,82.09,5.97
427,Poya,4,NC,1624416949,52,-21.35,165.15,74.8,14.05
428,Polunochnoye,11,RU,1624416949,75,60.8697,60.4153,53.24,5.53
429,Puerto Escondido,96,MX,1624416727,80,15.85,-97.0667,81.88,4.18
430,Moroto,3,UG,1624416949,78,2.5345,34.6666,61.56,2.28
431,Madimba,20,TZ,1624416950,94,-10.4,40.3333,70.92,11.5
432,Moerai,7,PF,1624416828,69,-22.4333,-151.3333,73.38,8.46
433,Necochea,99,AR,1624416950,79,-38.5473,-58.7368,48.45,14.0
434,Nome,1,US,1624416685,81,64.5011,-165.4064,68.16,8.05
435,Plouzané,0,FR,1624416950,90,48.3833,-4.6167,53.69,5.75
436,Nizhniy Kuranakh,37,RU,1624416951,53,58.8353,125.4869,80.06,4.88
437,Douglas,1,US,1624416894,51,41.3,-96.167,79.68,3.44
438,Xining,26,CN,1624416952,39,36.6167,101.7667,72.64,3.71
439,Mamontovo,83,RU,1624416952,69,52.7055,81.6244,57.0,7.7
440,Qūchān,0,IR,1624417028,22,37.106,58.5095,71.51,4.03
441,Yatou,60,CN,1624417028,51,37.15,122.3833,77.45,10.38
442,Ardakān,0,IR,1624417029,9,32.31,54.0175,73.78,5.28
443,Ambilobe,0,MG,1624417029,81,-13.2,49.05,62.1,3.65
444,San Miguel de Cauri,27,PE,1624417029,91,-10.1,-76.5833,40.66,1.63
445,Guarujá,97,BR,1624417029,26,-23.9931,-46.2564,69.17,4.03
446,Rocha,0,UY,1624417030,95,-34.4833,-54.3333,48.52,7.27
447,Bathsheba,40,BB,1624416876,69,13.2167,-59.5167,81.21,17.27
448,Torbay,90,CA,1624417031,89,47.6666,-52.7314,66.97,9.22
449,Martapura,0,ID,1624417031,58,-3.4167,114.85,87.89,3.44
450,Guiratinga,63,BR,1624417031,52,-16.3494,-53.7583,71.01,4.23
451,Usinsk,6,RU,1624417031,49,65.9939,57.5281,56.03,6.53
452,Batagay,52,RU,1624417032,23,67.6333,134.6333,80.4,3.38
453,Nicoya,100,CR,1624417032,92,10.1483,-85.452,76.55,1.79
454,Berlin,40,DE,1624416737,81,52.5244,13.4105,62.08,1.99
455,Muisne,95,EC,1624417033,82,0.6,-80.0333,75.72,0.98
456,Kabompo,10,ZM,1624417034,70,-13.5927,24.2008,45.68,3.91
457,Hambantota,20,LK,1624417034,89,6.1241,81.1185,82.74,9.22
458,Ulladulla,100,AU,1624416751,58,-35.35,150.4667,64.87,8.34
459,Fasa,0,IR,1624417034,17,28.9383,53.6482,63.64,4.61
460,Mersing,40,MY,1624417035,70,2.4312,103.8405,84.11,4.61
461,Pacasmayo,11,PE,1624417035,88,-7.4006,-79.5714,65.23,14.76
462,Falmouth,1,GB,1624417035,100,50.1544,-5.0711,52.7,5.01
463,Vao,11,NC,1624416772,67,-22.6667,167.4833,69.4,19.73
464,Qian’an,0,CN,1624417036,30,44.9932,124.0581,82.38,1.43
465,Mahibadhoo,100,MV,1624417036,76,3.7833,72.9667,82.6,12.5
466,Hammerfest,90,NO,1624417036,87,70.6634,23.6821,45.05,0.0
467,Kiama,100,AU,1624417037,66,-34.6833,150.8667,65.25,11.99
468,Nara,39,JP,1624417037,39,34.6851,135.8049,83.5,3.49
469,Fort Nelson,40,CA,1624417038,55,58.8053,-122.7002,63.99,11.5
470,Harper,100,LR,1624417038,88,4.375,-7.7169,76.44,7.38
471,Yaransk,2,RU,1624417038,77,57.3033,47.8861,71.47,6.76
472,Działdowo,100,PL,1624417039,96,53.2396,20.17,65.97,5.84
473,Red Bluff,0,US,1624417039,23,40.1785,-122.2358,91.58,13.13
474,Cochrane,1,CA,1624416801,22,51.1834,-114.4687,85.24,18.41
475,Zhangjiakou,98,CN,1624417039,60,40.81,114.8794,71.33,7.56
476,Chissamba,16,AO,1624417040,58,-12.1667,17.3333,47.61,3.87
477,Saint Anthony,1,US,1624417040,50,45.0205,-93.218,67.86,1.01
478,Viedma,100,AR,1624417041,80,-40.8135,-62.9967,49.86,14.74
479,Senica,50,SK,1624417041,98,48.6792,17.367,68.88,4.56
480,San Pedro de Urabá,99,CO,1624417041,96,8.2752,-76.3764,74.14,1.59
481,Codrington,100,AU,1624416791,85,-38.2667,141.9667,54.59,19.35
482,Ikwiriri,47,TZ,1624417042,97,-7.9562,38.9716,66.65,1.86
483,Lensk,41,RU,1624417042,40,60.7253,114.9278,82.72,8.19
484,Spoltore,75,IT,1624417042,85,42.4534,14.141,72.18,4.61
485,Almaznyy,97,RU,1624417043,54,48.0448,40.045,69.94,6.73
486,Fendou,30,CN,1624417043,31,46.65,124.8667,83.17,6.82
487,Kayerkan,98,RU,1624417044,70,69.3497,87.7602,43.43,13.58
488,Saqqez,0,IR,1624417044,14,36.2499,46.2735,75.0,3.42
489,Tezu,100,IN,1624417045,99,27.9167,96.1667,75.83,1.3
490,Tomelloso,5,ES,1624417045,80,39.1522,-3.0243,57.52,3.87
491,Jining,5,CN,1624417045,24,35.405,116.5814,96.75,7.36
492,Jalu,0,LY,1624416926,31,29.0331,21.5482,83.17,4.45
493,Mindyak,44,RU,1624417046,71,54.0231,58.7891,71.6,8.99
494,Severo-Kuril'sk,81,RU,1624416728,85,50.6789,156.125,47.57,6.69
495,Paita,7,PE,1624417046,85,-5.0892,-81.1144,67.84,12.8
496,Richards Bay,0,ZA,1624416894,47,-28.783,32.0377,58.37,4.45
497,Boden,88,SE,1624417047,76,65.8252,21.6886,51.8,7.92
498,Arrondissement de Bourges,93,FR,1624417047,98,47.25,2.4167,58.59,7.11
499,Cheremkhovo,100,RU,1624417047,70,53.1561,103.0675,63.52,8.08
500,Vetlanda,87,SE,1624417048,90,57.4289,15.0776,59.54,4.16
501,Sémbé,98,CG,1624417048,98,1.6481,14.5806,68.67,2.04
502,Livingston,75,GB,1624417049,83,55.9029,-3.5226,52.12,10.36
503,Željezno Polje,0,BA,1624417049,62,44.4083,17.9319,61.02,5.19
504,Calama,90,CL,1624417049,35,-22.4667,-68.9333,54.09,11.5
505,Zhigansk,100,RU,1624417049,41,66.7697,123.3711,80.76,2.91
506,Santa Lucía,40,ES,1624417050,72,27.9117,-15.5407,62.94,14.97
507,Gao,58,ML,1624417050,41,16.6362,1.637,88.02,12.73
508,Mount Isa,100,AU,1624417051,44,-20.7333,139.5,78.57,16.11
509,Tubualá,84,PA,1624417051,84,9.5167,-79.0333,79.34,4.83
510,Meschede,100,DE,1624417051,97,51.35,8.2833,56.68,2.95
511,Båtsfjord,89,NO,1624417052,87,70.6345,29.7185,46.62,18.19
512,Jiuquan,100,CN,1624417052,68,39.7432,98.5174,63.28,4.59
513,Portmore,20,JM,1624417053,74,17.9702,-76.8672,84.16,12.66
514,Waipawa,93,NZ,1624417053,83,-41.4122,175.5153,50.63,8.77
515,Naivasha,88,KE,1624417053,94,-0.7167,36.4359,56.1,3.38
516,Araouane,9,ML,1624416588,43,18.9048,-3.5265,84.31,10.71
517,Lubao,100,PH,1624417054,60,14.9167,120.55,87.51,7.85
518,Camabatela,69,AO,1624417054,86,-8.1881,15.375,56.59,2.68
519,Leningradskiy,91,RU,1624416962,62,69.3833,178.4167,46.4,11.39
520,Keelung,100,TW,1624417054,90,25.1283,121.7419,84.09,6.31
521,Mahon,20,ES,1624417003,94,39.8885,4.2658,68.56,5.75
522,Logroño,40,ES,1624417055,82,42.4667,-2.45,58.5,11.5
523,Kajaani,75,FI,1624417055,94,64.2273,27.7285,62.65,10.36
524,Gobabis,0,NA,1624417056,61,-22.45,18.9667,46.49,11.39
525,Álamos,55,MX,1624417056,69,27.0167,-108.9333,82.72,2.82
526,Pangnirtung,100,CA,1624417057,49,66.1451,-65.7125,53.42,18.63
527,Egvekinot,90,RU,1624416719,49,66.3167,-179.1667,51.85,2.82
528,Hualmay,37,PE,1624416841,87,-11.0964,-77.6139,63.75,12.41
529,Guerrero Negro,1,MX,1624416807,85,27.9769,-114.0611,66.97,12.55
530,Kodinsk,75,RU,1624417058,43,58.6881,99.1844,68.58,6.89
531,São Félix do Xingu,0,BR,1624417058,66,-6.6447,-51.995,71.76,0.98
532,Monrovia,100,LR,1624417041,86,6.3005,-10.7969,77.4,7.27
533,Iskateley,81,RU,1624417059,58,67.6803,53.1512,59.29,17.45
534,Āstāneh-ye Ashrafīyeh,0,IR,1624417059,41,37.2596,49.9444,73.33,2.53
535,Pare,22,ID,1624417059,69,-7.7679,112.198,83.89,2.57
536,Nchelenge,42,ZM,1624417060,67,-9.3451,28.734,60.64,7.2
537,Oranjemund,34,NA,1624417060,95,-28.55,16.4333,55.67,3.6
538,Port Hueneme,4,US,1624417061,78,34.1478,-119.1951,80.87,11.25
539,San Andrés,75,CO,1624417061,83,12.5847,-81.7006,82.42,8.05
540,Xiuyan,1,CN,1624417062,44,40.2928,123.2744,79.88,5.88
541,São Paulo de Olivença,41,BR,1624417062,98,-3.3783,-68.8725,70.88,0.92
542,Tynset,0,NO,1624417063,66,62.2759,10.7824,33.42,3.06
543,Vieques,84,PR,1624417063,81,18.425,-65.8329,80.62,14.74
